rung,group_id,group_name,n_native,raw_stored_train,selected_train,unique_sampled_train,repeat_factor,effective_share_exact,share_provenance,test_selected
L162,85,label_X_YY_ggs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,86,label_X_YY_ggq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,87,label_X_YY_ggg,1,,,,,0.00086618,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L162,88,label_X_YY_gge,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,89,label_X_YY_ggm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,90,label_X_YY_bee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,91,label_X_YY_cee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,92,label_X_YY_see,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,93,label_X_YY_qee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,94,label_X_YY_gee,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,95,label_X_YY_bmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,96,label_X_YY_cmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,97,label_X_YY_smm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,98,label_X_YY_qmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,99,label_X_YY_gmm,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,100,label_X_YY_btauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,101,label_X_YY_ctauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,102,label_X_YY_stauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,103,label_X_YY_qtauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,104,label_X_YY_gtauhtaue,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,105,label_X_YY_btauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,106,label_X_YY_ctauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,107,label_X_YY_stauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,108,label_X_YY_qtauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,109,label_X_YY_gtauhtaum,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,110,label_X_YY_btauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,111,label_X_YY_ctauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,112,label_X_YY_stauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,113,label_X_YY_qtauhtauh,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,114,label_X_YY_gtauhtauh,1,,,,,0.00034647,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
L162,115,label_X_YY_qqqb,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,116,label_X_YY_qqqc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,117,label_X_YY_qqqs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,118,label_X_YY_bbcq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,119,label_X_YY_ccbs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,120,label_X_YY_ccbq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,121,label_X_YY_ccsq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,122,label_X_YY_sscq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,123,label_X_YY_qqbc,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,124,label_X_YY_qqbs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,125,label_X_YY_qqcs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,126,label_X_YY_bcsq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,127,label_X_YY_bcs,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,128,label_X_YY_bcq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,129,label_X_YY_bsq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,130,label_X_YY_csq,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,131,label_X_YY_bcev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,132,label_X_YY_csev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,133,label_X_YY_bqev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,134,label_X_YY_cqev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,135,label_X_YY_sqev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,136,label_X_YY_qqev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,137,label_X_YY_bcmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,138,label_X_YY_csmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,139,label_X_YY_bqmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,140,label_X_YY_cqmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,141,label_X_YY_sqmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,142,label_X_YY_qqmv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,143,label_X_YY_bctauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,144,label_X_YY_cstauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,145,label_X_YY_bqtauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,146,label_X_YY_cqtauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,147,label_X_YY_sqtauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,148,label_X_YY_qqtauev,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,149,label_X_YY_bctaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,150,label_X_YY_cstaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,151,label_X_YY_bqtaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,152,label_X_YY_cqtaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,153,label_X_YY_sqtaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,154,label_X_YY_qqtaumv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,155,label_X_YY_bctauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,156,label_X_YY_cstauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,157,label_X_YY_bqtauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,158,label_X_YY_cqtauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,159,label_X_YY_sqtauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,160,label_X_YY_qqtauhv,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
L162,161,QCD_ALL,27,,,,,0.14436264,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R63_Q1,0,2P_HAD_2PARTON|nb2_nc0,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,1,2P_HAD_2PARTON|nb1_nc1,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,2,2P_HAD_2PARTON|nb1_nc0,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,3,2P_HAD_2PARTON|nb0_nc2,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,4,2P_HAD_2PARTON|nb0_nc1,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,5,2P_HAD_2PARTON|nb0_nc0,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,6,2P_HAD_TAUH_TAUH|nb0_nc0,1,,,,,0.00866176,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R63_Q1,7,2P_SEMILEP_TAUH_TAUL|nb0_nc0,2,,,,,0.00577451,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R63_Q1,8,2P_LEP_LL|nb0_nc0,2,,,,,0.04619604,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R63_Q1,9,3P_HAD_3PARTON|nb3_nc0,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,10,3P_HAD_3PARTON|nb2_nc1,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,11,3P_HAD_3PARTON|nb2_nc0,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,12,3P_HAD_3PARTON|nb1_nc2,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,13,3P_HAD_3PARTON|nb1_nc0,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,14,3P_HAD_3PARTON|nb1_nc1,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,15,3P_HAD_3PARTON|nb0_nc3,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,16,3P_HAD_3PARTON|nb0_nc2,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,17,3P_HAD_3PARTON|nb0_nc1,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,18,3P_HAD_3PARTON|nb0_nc0,9,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,19,3P_HAD_1PARTON_TAUH_TAUH|nb1_nc0,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,20,3P_HAD_1PARTON_TAUH_TAUH|nb0_nc1,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,21,3P_HAD_1PARTON_TAUH_TAUH|nb0_nc0,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,22,3P_SEMILEP_2PARTON_L|nb2_nc0,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,23,3P_SEMILEP_2PARTON_L|nb0_nc2,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,24,3P_SEMILEP_2PARTON_L|nb0_nc0,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,25,3P_SEMILEP_1PARTON_LL|nb1_nc0,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,26,3P_SEMILEP_1PARTON_LL|nb0_nc1,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,27,3P_SEMILEP_1PARTON_LL|nb0_nc0,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,28,3P_SEMILEP_1PARTON_TAUH_TAUL|nb1_nc0,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,29,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc1,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,30,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc0,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,31,4P_HAD_4PARTON|nb4_nc0,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,32,4P_HAD_4PARTON|nb2_nc2,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,33,4P_HAD_4PARTON|nb2_nc0,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,34,4P_HAD_4PARTON|nb1_nc0,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,35,4P_HAD_4PARTON|nb2_nc1,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,36,4P_HAD_4PARTON|nb1_nc2,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,37,4P_HAD_4PARTON|nb1_nc1,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,38,4P_HAD_4PARTON|nb0_nc4,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,39,4P_HAD_4PARTON|nb0_nc2,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,40,4P_HAD_4PARTON|nb0_nc1,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,41,4P_HAD_4PARTON|nb0_nc0,7,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,42,4P_HAD_2PARTON_TAUH_TAUH|nb2_nc0,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,43,4P_HAD_2PARTON_TAUH_TAUH|nb0_nc2,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,44,4P_HAD_2PARTON_TAUH_TAUH|nb0_nc0,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,45,4P_SEMILEP_2PARTON_LL|nb2_nc0,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,46,4P_SEMILEP_2PARTON_LL|nb0_nc2,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,47,4P_SEMILEP_2PARTON_LL|nb0_nc0,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,48,4P_SEMILEP_2PARTON_TAUH_TAUL|nb2_nc0,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,49,4P_SEMILEP_2PARTON_TAUH_TAUL|nb0_nc2,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,50,4P_SEMILEP_2PARTON_TAUH_TAUL|nb0_nc0,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,51,4P_SEMILEP_NU_2PARTON_L|nb1_nc1,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,52,4P_SEMILEP_NU_2PARTON_L|nb1_nc0,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,53,4P_SEMILEP_NU_2PARTON_L|nb0_nc1,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,54,4P_SEMILEP_NU_2PARTON_L|nb0_nc0,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,55,4P_SEMILEP_NU_2PARTON_TAUL|nb1_nc1,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,56,4P_SEMILEP_NU_2PARTON_TAUL|nb1_nc0,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,57,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc1,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,58,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc0,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,59,4P_HADVIS_NU_2PARTON_TAUH|nb1_nc1,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,60,4P_HADVIS_NU_2PARTON_TAUH|nb1_nc0,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,61,4P_HADVIS_NU_2PARTON_TAUH|nb0_nc1,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,62,4P_HADVIS_NU_2PARTON_TAUH|nb0_nc0,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R63_Q1,63,QCD_ALL,27,,,,,0.14436264,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R42_Q1,0,2P_HAD_2PARTON|B,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,1,2P_HAD_2PARTON|C,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,2,2P_HAD_2PARTON|LG,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,3,2P_HAD_TAUH_TAUH,1,,,,,0.00866176,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R42_Q1,4,2P_SEMILEP_TAUH_TAUL,2,,,,,0.00577451,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R42_Q1,5,2P_LEP_LL,2,,,,,0.04619604,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R42_Q1,6,3P_HAD_3PARTON|B,12,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,7,3P_HAD_3PARTON|C,8,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,8,3P_HAD_3PARTON|LG,9,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,9,3P_HAD_1PARTON_TAUH_TAUH|B,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,10,3P_HAD_1PARTON_TAUH_TAUH|C,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,11,3P_HAD_1PARTON_TAUH_TAUH|LG,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,12,3P_SEMILEP_2PARTON_L|B,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,13,3P_SEMILEP_2PARTON_L|C,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,14,3P_SEMILEP_2PARTON_L|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,15,3P_SEMILEP_1PARTON_LL|B,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,16,3P_SEMILEP_1PARTON_LL|C,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,17,3P_SEMILEP_1PARTON_LL|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,18,3P_SEMILEP_1PARTON_TAUH_TAUL|B,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,19,3P_SEMILEP_1PARTON_TAUH_TAUL|C,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,20,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,21,4P_HAD_4PARTON|B,12,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,22,4P_HAD_4PARTON|C,8,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,23,4P_HAD_4PARTON|LG,7,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,24,4P_HAD_2PARTON_TAUH_TAUH|B,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,25,4P_HAD_2PARTON_TAUH_TAUH|C,1,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,26,4P_HAD_2PARTON_TAUH_TAUH|LG,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,27,4P_SEMILEP_2PARTON_LL|B,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,28,4P_SEMILEP_2PARTON_LL|C,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,29,4P_SEMILEP_2PARTON_LL|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,30,4P_SEMILEP_2PARTON_TAUH_TAUL|B,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,31,4P_SEMILEP_2PARTON_TAUH_TAUL|C,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,32,4P_SEMILEP_2PARTON_TAUH_TAUL|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,33,4P_SEMILEP_NU_2PARTON_L|B,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,34,4P_SEMILEP_NU_2PARTON_L|C,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,35,4P_SEMILEP_NU_2PARTON_L|LG,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,36,4P_SEMILEP_NU_2PARTON_TAUL|B,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,37,4P_SEMILEP_NU_2PARTON_TAUL|C,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,38,4P_SEMILEP_NU_2PARTON_TAUL|LG,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,39,4P_HADVIS_NU_2PARTON_TAUH|B,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,40,4P_HADVIS_NU_2PARTON_TAUH|C,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,41,4P_HADVIS_NU_2PARTON_TAUH|LG,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R42_Q1,42,QCD_ALL,27,,,,,0.14436264,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R29_Q1,0,2P_HAD_2PARTON|HF,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,1,2P_HAD_2PARTON|LG,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,2,2P_HAD_TAUH_TAUH,1,,,,,0.00866176,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R29_Q1,3,2P_SEMILEP_TAUH_TAUL,2,,,,,0.00577451,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R29_Q1,4,2P_LEP_LL,2,,,,,0.04619604,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R29_Q1,5,3P_HAD_3PARTON|HF,20,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,6,3P_HAD_3PARTON|LG,9,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,7,3P_HAD_1PARTON_TAUH_TAUH|HF,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,8,3P_HAD_1PARTON_TAUH_TAUH|LG,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,9,3P_SEMILEP_2PARTON_L|HF,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,10,3P_SEMILEP_2PARTON_L|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,11,3P_SEMILEP_1PARTON_LL|HF,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,12,3P_SEMILEP_1PARTON_LL|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,13,3P_SEMILEP_1PARTON_TAUH_TAUL|HF,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,14,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,15,4P_HAD_4PARTON|HF,20,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,16,4P_HAD_4PARTON|LG,7,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,17,4P_HAD_2PARTON_TAUH_TAUH|HF,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,18,4P_HAD_2PARTON_TAUH_TAUH|LG,3,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,19,4P_SEMILEP_2PARTON_LL|HF,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,20,4P_SEMILEP_2PARTON_LL|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,21,4P_SEMILEP_2PARTON_TAUH_TAUL|HF,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,22,4P_SEMILEP_2PARTON_TAUH_TAUL|LG,6,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,23,4P_SEMILEP_NU_2PARTON_L|HF,8,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,24,4P_SEMILEP_NU_2PARTON_L|LG,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,25,4P_SEMILEP_NU_2PARTON_TAUL|HF,8,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,26,4P_SEMILEP_NU_2PARTON_TAUL|LG,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,27,4P_HADVIS_NU_2PARTON_TAUH|HF,4,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,28,4P_HADVIS_NU_2PARTON_TAUH|LG,2,,,,,,MEASURED_REQUIRED_cuts_inside_reweight_group,
R29_Q1,29,QCD_ALL,27,,,,,0.14436264,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,0,2P_HAD_2PARTON,10,,,,,0.25985275,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,1,2P_HAD_TAUH_TAUH,1,,,,,0.00866176,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,2,2P_SEMILEP_TAUH_TAUL,2,,,,,0.00577451,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,3,2P_LEP_LL,2,,,,,0.04619604,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,4,3P_HAD_3PARTON,29,,,,,0.03551321,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,5,3P_HAD_1PARTON_TAUH_TAUH,5,,,,,0.00173235,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,6,3P_SEMILEP_2PARTON_L,10,,,,,0.00721813,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,7,3P_SEMILEP_1PARTON_LL,10,,,,,0.00866176,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,8,3P_SEMILEP_1PARTON_TAUH_TAUL,10,,,,,0.00129926,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
R16_Q1,9,4P_HAD_4PARTON,27,,,,,0.22376209,EXACT_ALGEBRA_ON_CLASS_WEIGHTS,
