jet_label,class_name,L188,L188_name,L162,L162_name,R63_Q1,R63_Q1_name,R42_Q1,R42_Q1_name,R29_Q1,R29_Q1_name,R16_Q1,R16_Q1_name,R3_VIS,R3_VIS_name,R1_Q1,R1_Q1_name
93,label_X_YY_qee,93,label_X_YY_qee,93,label_X_YY_qee,27,3P_SEMILEP_1PARTON_LL|nb0_nc0,17,3P_SEMILEP_1PARTON_LL|LG,12,3P_SEMILEP_1PARTON_LL|LG,7,3P_SEMILEP_1PARTON_LL,1,3P_VIS,0,RESONANT_ALL
94,label_X_YY_gee,94,label_X_YY_gee,94,label_X_YY_gee,27,3P_SEMILEP_1PARTON_LL|nb0_nc0,17,3P_SEMILEP_1PARTON_LL|LG,12,3P_SEMILEP_1PARTON_LL|LG,7,3P_SEMILEP_1PARTON_LL,1,3P_VIS,0,RESONANT_ALL
95,label_X_YY_bmm,95,label_X_YY_bmm,95,label_X_YY_bmm,25,3P_SEMILEP_1PARTON_LL|nb1_nc0,15,3P_SEMILEP_1PARTON_LL|B,11,3P_SEMILEP_1PARTON_LL|HF,7,3P_SEMILEP_1PARTON_LL,1,3P_VIS,0,RESONANT_ALL
96,label_X_YY_cmm,96,label_X_YY_cmm,96,label_X_YY_cmm,26,3P_SEMILEP_1PARTON_LL|nb0_nc1,16,3P_SEMILEP_1PARTON_LL|C,11,3P_SEMILEP_1PARTON_LL|HF,7,3P_SEMILEP_1PARTON_LL,1,3P_VIS,0,RESONANT_ALL
97,label_X_YY_smm,97,label_X_YY_smm,97,label_X_YY_smm,27,3P_SEMILEP_1PARTON_LL|nb0_nc0,17,3P_SEMILEP_1PARTON_LL|LG,12,3P_SEMILEP_1PARTON_LL|LG,7,3P_SEMILEP_1PARTON_LL,1,3P_VIS,0,RESONANT_ALL
98,label_X_YY_qmm,98,label_X_YY_qmm,98,label_X_YY_qmm,27,3P_SEMILEP_1PARTON_LL|nb0_nc0,17,3P_SEMILEP_1PARTON_LL|LG,12,3P_SEMILEP_1PARTON_LL|LG,7,3P_SEMILEP_1PARTON_LL,1,3P_VIS,0,RESONANT_ALL
99,label_X_YY_gmm,99,label_X_YY_gmm,99,label_X_YY_gmm,27,3P_SEMILEP_1PARTON_LL|nb0_nc0,17,3P_SEMILEP_1PARTON_LL|LG,12,3P_SEMILEP_1PARTON_LL|LG,7,3P_SEMILEP_1PARTON_LL,1,3P_VIS,0,RESONANT_ALL
100,label_X_YY_btauhtaue,100,label_X_YY_btauhtaue,100,label_X_YY_btauhtaue,28,3P_SEMILEP_1PARTON_TAUH_TAUL|nb1_nc0,18,3P_SEMILEP_1PARTON_TAUH_TAUL|B,13,3P_SEMILEP_1PARTON_TAUH_TAUL|HF,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
101,label_X_YY_ctauhtaue,101,label_X_YY_ctauhtaue,101,label_X_YY_ctauhtaue,29,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc1,19,3P_SEMILEP_1PARTON_TAUH_TAUL|C,13,3P_SEMILEP_1PARTON_TAUH_TAUL|HF,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
102,label_X_YY_stauhtaue,102,label_X_YY_stauhtaue,102,label_X_YY_stauhtaue,30,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc0,20,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,14,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
103,label_X_YY_qtauhtaue,103,label_X_YY_qtauhtaue,103,label_X_YY_qtauhtaue,30,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc0,20,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,14,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
104,label_X_YY_gtauhtaue,104,label_X_YY_gtauhtaue,104,label_X_YY_gtauhtaue,30,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc0,20,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,14,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
105,label_X_YY_btauhtaum,105,label_X_YY_btauhtaum,105,label_X_YY_btauhtaum,28,3P_SEMILEP_1PARTON_TAUH_TAUL|nb1_nc0,18,3P_SEMILEP_1PARTON_TAUH_TAUL|B,13,3P_SEMILEP_1PARTON_TAUH_TAUL|HF,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
106,label_X_YY_ctauhtaum,106,label_X_YY_ctauhtaum,106,label_X_YY_ctauhtaum,29,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc1,19,3P_SEMILEP_1PARTON_TAUH_TAUL|C,13,3P_SEMILEP_1PARTON_TAUH_TAUL|HF,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
107,label_X_YY_stauhtaum,107,label_X_YY_stauhtaum,107,label_X_YY_stauhtaum,30,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc0,20,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,14,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
108,label_X_YY_qtauhtaum,108,label_X_YY_qtauhtaum,108,label_X_YY_qtauhtaum,30,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc0,20,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,14,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
109,label_X_YY_gtauhtaum,109,label_X_YY_gtauhtaum,109,label_X_YY_gtauhtaum,30,3P_SEMILEP_1PARTON_TAUH_TAUL|nb0_nc0,20,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,14,3P_SEMILEP_1PARTON_TAUH_TAUL|LG,8,3P_SEMILEP_1PARTON_TAUH_TAUL,1,3P_VIS,0,RESONANT_ALL
110,label_X_YY_btauhtauh,110,label_X_YY_btauhtauh,110,label_X_YY_btauhtauh,19,3P_HAD_1PARTON_TAUH_TAUH|nb1_nc0,9,3P_HAD_1PARTON_TAUH_TAUH|B,7,3P_HAD_1PARTON_TAUH_TAUH|HF,5,3P_HAD_1PARTON_TAUH_TAUH,1,3P_VIS,0,RESONANT_ALL
111,label_X_YY_ctauhtauh,111,label_X_YY_ctauhtauh,111,label_X_YY_ctauhtauh,20,3P_HAD_1PARTON_TAUH_TAUH|nb0_nc1,10,3P_HAD_1PARTON_TAUH_TAUH|C,7,3P_HAD_1PARTON_TAUH_TAUH|HF,5,3P_HAD_1PARTON_TAUH_TAUH,1,3P_VIS,0,RESONANT_ALL
112,label_X_YY_stauhtauh,112,label_X_YY_stauhtauh,112,label_X_YY_stauhtauh,21,3P_HAD_1PARTON_TAUH_TAUH|nb0_nc0,11,3P_HAD_1PARTON_TAUH_TAUH|LG,8,3P_HAD_1PARTON_TAUH_TAUH|LG,5,3P_HAD_1PARTON_TAUH_TAUH,1,3P_VIS,0,RESONANT_ALL
113,label_X_YY_qtauhtauh,113,label_X_YY_qtauhtauh,113,label_X_YY_qtauhtauh,21,3P_HAD_1PARTON_TAUH_TAUH|nb0_nc0,11,3P_HAD_1PARTON_TAUH_TAUH|LG,8,3P_HAD_1PARTON_TAUH_TAUH|LG,5,3P_HAD_1PARTON_TAUH_TAUH,1,3P_VIS,0,RESONANT_ALL
114,label_X_YY_gtauhtauh,114,label_X_YY_gtauhtauh,114,label_X_YY_gtauhtauh,21,3P_HAD_1PARTON_TAUH_TAUH|nb0_nc0,11,3P_HAD_1PARTON_TAUH_TAUH|LG,8,3P_HAD_1PARTON_TAUH_TAUH|LG,5,3P_HAD_1PARTON_TAUH_TAUH,1,3P_VIS,0,RESONANT_ALL
115,label_X_YY_qqqb,115,label_X_YY_qqqb,115,label_X_YY_qqqb,34,4P_HAD_4PARTON|nb1_nc0,21,4P_HAD_4PARTON|B,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
116,label_X_YY_qqqc,116,label_X_YY_qqqc,116,label_X_YY_qqqc,40,4P_HAD_4PARTON|nb0_nc1,22,4P_HAD_4PARTON|C,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
117,label_X_YY_qqqs,117,label_X_YY_qqqs,117,label_X_YY_qqqs,41,4P_HAD_4PARTON|nb0_nc0,23,4P_HAD_4PARTON|LG,16,4P_HAD_4PARTON|LG,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
118,label_X_YY_bbcq,118,label_X_YY_bbcq,118,label_X_YY_bbcq,35,4P_HAD_4PARTON|nb2_nc1,21,4P_HAD_4PARTON|B,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
119,label_X_YY_ccbs,119,label_X_YY_ccbs,119,label_X_YY_ccbs,36,4P_HAD_4PARTON|nb1_nc2,21,4P_HAD_4PARTON|B,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
120,label_X_YY_ccbq,120,label_X_YY_ccbq,120,label_X_YY_ccbq,36,4P_HAD_4PARTON|nb1_nc2,21,4P_HAD_4PARTON|B,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
121,label_X_YY_ccsq,121,label_X_YY_ccsq,121,label_X_YY_ccsq,39,4P_HAD_4PARTON|nb0_nc2,22,4P_HAD_4PARTON|C,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
122,label_X_YY_sscq,122,label_X_YY_sscq,122,label_X_YY_sscq,40,4P_HAD_4PARTON|nb0_nc1,22,4P_HAD_4PARTON|C,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
123,label_X_YY_qqbc,123,label_X_YY_qqbc,123,label_X_YY_qqbc,37,4P_HAD_4PARTON|nb1_nc1,21,4P_HAD_4PARTON|B,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
124,label_X_YY_qqbs,124,label_X_YY_qqbs,124,label_X_YY_qqbs,34,4P_HAD_4PARTON|nb1_nc0,21,4P_HAD_4PARTON|B,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
125,label_X_YY_qqcs,125,label_X_YY_qqcs,125,label_X_YY_qqcs,40,4P_HAD_4PARTON|nb0_nc1,22,4P_HAD_4PARTON|C,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
126,label_X_YY_bcsq,126,label_X_YY_bcsq,126,label_X_YY_bcsq,37,4P_HAD_4PARTON|nb1_nc1,21,4P_HAD_4PARTON|B,15,4P_HAD_4PARTON|HF,9,4P_HAD_4PARTON,2,4P_VIS,0,RESONANT_ALL
127,label_X_YY_bcs,127,label_X_YY_bcs,127,label_X_YY_bcs,14,3P_HAD_3PARTON|nb1_nc1,6,3P_HAD_3PARTON|B,5,3P_HAD_3PARTON|HF,4,3P_HAD_3PARTON,1,3P_VIS,0,RESONANT_ALL
128,label_X_YY_bcq,128,label_X_YY_bcq,128,label_X_YY_bcq,14,3P_HAD_3PARTON|nb1_nc1,6,3P_HAD_3PARTON|B,5,3P_HAD_3PARTON|HF,4,3P_HAD_3PARTON,1,3P_VIS,0,RESONANT_ALL
129,label_X_YY_bsq,129,label_X_YY_bsq,129,label_X_YY_bsq,13,3P_HAD_3PARTON|nb1_nc0,6,3P_HAD_3PARTON|B,5,3P_HAD_3PARTON|HF,4,3P_HAD_3PARTON,1,3P_VIS,0,RESONANT_ALL
130,label_X_YY_csq,130,label_X_YY_csq,130,label_X_YY_csq,17,3P_HAD_3PARTON|nb0_nc1,7,3P_HAD_3PARTON|C,5,3P_HAD_3PARTON|HF,4,3P_HAD_3PARTON,1,3P_VIS,0,RESONANT_ALL
131,label_X_YY_bcev,131,label_X_YY_bcev,131,label_X_YY_bcev,51,4P_SEMILEP_NU_2PARTON_L|nb1_nc1,33,4P_SEMILEP_NU_2PARTON_L|B,23,4P_SEMILEP_NU_2PARTON_L|HF,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
132,label_X_YY_csev,132,label_X_YY_csev,132,label_X_YY_csev,53,4P_SEMILEP_NU_2PARTON_L|nb0_nc1,34,4P_SEMILEP_NU_2PARTON_L|C,23,4P_SEMILEP_NU_2PARTON_L|HF,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
133,label_X_YY_bqev,133,label_X_YY_bqev,133,label_X_YY_bqev,52,4P_SEMILEP_NU_2PARTON_L|nb1_nc0,33,4P_SEMILEP_NU_2PARTON_L|B,23,4P_SEMILEP_NU_2PARTON_L|HF,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
134,label_X_YY_cqev,134,label_X_YY_cqev,134,label_X_YY_cqev,53,4P_SEMILEP_NU_2PARTON_L|nb0_nc1,34,4P_SEMILEP_NU_2PARTON_L|C,23,4P_SEMILEP_NU_2PARTON_L|HF,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
135,label_X_YY_sqev,135,label_X_YY_sqev,135,label_X_YY_sqev,54,4P_SEMILEP_NU_2PARTON_L|nb0_nc0,35,4P_SEMILEP_NU_2PARTON_L|LG,24,4P_SEMILEP_NU_2PARTON_L|LG,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
136,label_X_YY_qqev,136,label_X_YY_qqev,136,label_X_YY_qqev,54,4P_SEMILEP_NU_2PARTON_L|nb0_nc0,35,4P_SEMILEP_NU_2PARTON_L|LG,24,4P_SEMILEP_NU_2PARTON_L|LG,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
137,label_X_YY_bcmv,137,label_X_YY_bcmv,137,label_X_YY_bcmv,51,4P_SEMILEP_NU_2PARTON_L|nb1_nc1,33,4P_SEMILEP_NU_2PARTON_L|B,23,4P_SEMILEP_NU_2PARTON_L|HF,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
138,label_X_YY_csmv,138,label_X_YY_csmv,138,label_X_YY_csmv,53,4P_SEMILEP_NU_2PARTON_L|nb0_nc1,34,4P_SEMILEP_NU_2PARTON_L|C,23,4P_SEMILEP_NU_2PARTON_L|HF,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
139,label_X_YY_bqmv,139,label_X_YY_bqmv,139,label_X_YY_bqmv,52,4P_SEMILEP_NU_2PARTON_L|nb1_nc0,33,4P_SEMILEP_NU_2PARTON_L|B,23,4P_SEMILEP_NU_2PARTON_L|HF,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
140,label_X_YY_cqmv,140,label_X_YY_cqmv,140,label_X_YY_cqmv,53,4P_SEMILEP_NU_2PARTON_L|nb0_nc1,34,4P_SEMILEP_NU_2PARTON_L|C,23,4P_SEMILEP_NU_2PARTON_L|HF,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
141,label_X_YY_sqmv,141,label_X_YY_sqmv,141,label_X_YY_sqmv,54,4P_SEMILEP_NU_2PARTON_L|nb0_nc0,35,4P_SEMILEP_NU_2PARTON_L|LG,24,4P_SEMILEP_NU_2PARTON_L|LG,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
142,label_X_YY_qqmv,142,label_X_YY_qqmv,142,label_X_YY_qqmv,54,4P_SEMILEP_NU_2PARTON_L|nb0_nc0,35,4P_SEMILEP_NU_2PARTON_L|LG,24,4P_SEMILEP_NU_2PARTON_L|LG,13,4P_SEMILEP_NU_2PARTON_L,1,3P_VIS,0,RESONANT_ALL
143,label_X_YY_bctauev,143,label_X_YY_bctauev,143,label_X_YY_bctauev,55,4P_SEMILEP_NU_2PARTON_TAUL|nb1_nc1,36,4P_SEMILEP_NU_2PARTON_TAUL|B,25,4P_SEMILEP_NU_2PARTON_TAUL|HF,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
144,label_X_YY_cstauev,144,label_X_YY_cstauev,144,label_X_YY_cstauev,57,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc1,37,4P_SEMILEP_NU_2PARTON_TAUL|C,25,4P_SEMILEP_NU_2PARTON_TAUL|HF,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
145,label_X_YY_bqtauev,145,label_X_YY_bqtauev,145,label_X_YY_bqtauev,56,4P_SEMILEP_NU_2PARTON_TAUL|nb1_nc0,36,4P_SEMILEP_NU_2PARTON_TAUL|B,25,4P_SEMILEP_NU_2PARTON_TAUL|HF,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
146,label_X_YY_cqtauev,146,label_X_YY_cqtauev,146,label_X_YY_cqtauev,57,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc1,37,4P_SEMILEP_NU_2PARTON_TAUL|C,25,4P_SEMILEP_NU_2PARTON_TAUL|HF,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
147,label_X_YY_sqtauev,147,label_X_YY_sqtauev,147,label_X_YY_sqtauev,58,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc0,38,4P_SEMILEP_NU_2PARTON_TAUL|LG,26,4P_SEMILEP_NU_2PARTON_TAUL|LG,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
148,label_X_YY_qqtauev,148,label_X_YY_qqtauev,148,label_X_YY_qqtauev,58,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc0,38,4P_SEMILEP_NU_2PARTON_TAUL|LG,26,4P_SEMILEP_NU_2PARTON_TAUL|LG,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
149,label_X_YY_bctaumv,149,label_X_YY_bctaumv,149,label_X_YY_bctaumv,55,4P_SEMILEP_NU_2PARTON_TAUL|nb1_nc1,36,4P_SEMILEP_NU_2PARTON_TAUL|B,25,4P_SEMILEP_NU_2PARTON_TAUL|HF,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
150,label_X_YY_cstaumv,150,label_X_YY_cstaumv,150,label_X_YY_cstaumv,57,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc1,37,4P_SEMILEP_NU_2PARTON_TAUL|C,25,4P_SEMILEP_NU_2PARTON_TAUL|HF,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
151,label_X_YY_bqtaumv,151,label_X_YY_bqtaumv,151,label_X_YY_bqtaumv,56,4P_SEMILEP_NU_2PARTON_TAUL|nb1_nc0,36,4P_SEMILEP_NU_2PARTON_TAUL|B,25,4P_SEMILEP_NU_2PARTON_TAUL|HF,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
152,label_X_YY_cqtaumv,152,label_X_YY_cqtaumv,152,label_X_YY_cqtaumv,57,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc1,37,4P_SEMILEP_NU_2PARTON_TAUL|C,25,4P_SEMILEP_NU_2PARTON_TAUL|HF,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
153,label_X_YY_sqtaumv,153,label_X_YY_sqtaumv,153,label_X_YY_sqtaumv,58,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc0,38,4P_SEMILEP_NU_2PARTON_TAUL|LG,26,4P_SEMILEP_NU_2PARTON_TAUL|LG,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
154,label_X_YY_qqtaumv,154,label_X_YY_qqtaumv,154,label_X_YY_qqtaumv,58,4P_SEMILEP_NU_2PARTON_TAUL|nb0_nc0,38,4P_SEMILEP_NU_2PARTON_TAUL|LG,26,4P_SEMILEP_NU_2PARTON_TAUL|LG,14,4P_SEMILEP_NU_2PARTON_TAUL,1,3P_VIS,0,RESONANT_ALL
155,label_X_YY_bctauhv,155,label_X_YY_bctauhv,155,label_X_YY_bctauhv,59,4P_HADVIS_NU_2PARTON_TAUH|nb1_nc1,39,4P_HADVIS_NU_2PARTON_TAUH|B,27,4P_HADVIS_NU_2PARTON_TAUH|HF,15,4P_HADVIS_NU_2PARTON_TAUH,1,3P_VIS,0,RESONANT_ALL
156,label_X_YY_cstauhv,156,label_X_YY_cstauhv,156,label_X_YY_cstauhv,61,4P_HADVIS_NU_2PARTON_TAUH|nb0_nc1,40,4P_HADVIS_NU_2PARTON_TAUH|C,27,4P_HADVIS_NU_2PARTON_TAUH|HF,15,4P_HADVIS_NU_2PARTON_TAUH,1,3P_VIS,0,RESONANT_ALL
157,label_X_YY_bqtauhv,157,label_X_YY_bqtauhv,157,label_X_YY_bqtauhv,60,4P_HADVIS_NU_2PARTON_TAUH|nb1_nc0,39,4P_HADVIS_NU_2PARTON_TAUH|B,27,4P_HADVIS_NU_2PARTON_TAUH|HF,15,4P_HADVIS_NU_2PARTON_TAUH,1,3P_VIS,0,RESONANT_ALL
158,label_X_YY_cqtauhv,158,label_X_YY_cqtauhv,158,label_X_YY_cqtauhv,61,4P_HADVIS_NU_2PARTON_TAUH|nb0_nc1,40,4P_HADVIS_NU_2PARTON_TAUH|C,27,4P_HADVIS_NU_2PARTON_TAUH|HF,15,4P_HADVIS_NU_2PARTON_TAUH,1,3P_VIS,0,RESONANT_ALL
159,label_X_YY_sqtauhv,159,label_X_YY_sqtauhv,159,label_X_YY_sqtauhv,62,4P_HADVIS_NU_2PARTON_TAUH|nb0_nc0,41,4P_HADVIS_NU_2PARTON_TAUH|LG,28,4P_HADVIS_NU_2PARTON_TAUH|LG,15,4P_HADVIS_NU_2PARTON_TAUH,1,3P_VIS,0,RESONANT_ALL
160,label_X_YY_qqtauhv,160,label_X_YY_qqtauhv,160,label_X_YY_qqtauhv,62,4P_HADVIS_NU_2PARTON_TAUH|nb0_nc0,41,4P_HADVIS_NU_2PARTON_TAUH|LG,28,4P_HADVIS_NU_2PARTON_TAUH|LG,15,4P_HADVIS_NU_2PARTON_TAUH,1,3P_VIS,0,RESONANT_ALL
161,label_QCD_bbccss,161,label_QCD_bbccss,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
162,label_QCD_bbccs,162,label_QCD_bbccs,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
163,label_QCD_bbcc,163,label_QCD_bbcc,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
164,label_QCD_bbcss,164,label_QCD_bbcss,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
165,label_QCD_bbcs,165,label_QCD_bbcs,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
166,label_QCD_bbc,166,label_QCD_bbc,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
167,label_QCD_bbss,167,label_QCD_bbss,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
168,label_QCD_bbs,168,label_QCD_bbs,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
169,label_QCD_bb,169,label_QCD_bb,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
170,label_QCD_bccss,170,label_QCD_bccss,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
171,label_QCD_bccs,171,label_QCD_bccs,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
172,label_QCD_bcc,172,label_QCD_bcc,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
173,label_QCD_bcss,173,label_QCD_bcss,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
174,label_QCD_bcs,174,label_QCD_bcs,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
175,label_QCD_bc,175,label_QCD_bc,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
176,label_QCD_bss,176,label_QCD_bss,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
177,label_QCD_bs,177,label_QCD_bs,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
178,label_QCD_b,178,label_QCD_b,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
179,label_QCD_ccss,179,label_QCD_ccss,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
180,label_QCD_ccs,180,label_QCD_ccs,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
181,label_QCD_cc,181,label_QCD_cc,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
182,label_QCD_css,182,label_QCD_css,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
183,label_QCD_cs,183,label_QCD_cs,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
184,label_QCD_c,184,label_QCD_c,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
185,label_QCD_ss,185,label_QCD_ss,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
186,label_QCD_s,186,label_QCD_s,161,QCD_ALL,63,QCD_ALL,42,QCD_ALL,29,QCD_ALL,16,QCD_ALL,3,QCD_ALL,1,QCD_ALL
