group_id,group_name,n_classes,member_jet_labels,member_class_names,contraction_applied_at_this_rung,stream_share_nominal,stream_share_exact_lower_bound,stream_share_exact_upper_bound,reweighting_groups_touched,n_reweighting_groups_touched,contains_b_and_s_class,physics_rationale
144,label_X_YY_cstauev,1,144,label_X_YY_cstauev,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
145,label_X_YY_bqtauev,1,145,label_X_YY_bqtauev,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
146,label_X_YY_cqtauev,1,146,label_X_YY_cqtauev,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
147,label_X_YY_sqtauev,1,147,label_X_YY_sqtauev,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
148,label_X_YY_qqtauev,1,148,label_X_YY_qqtauev,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
149,label_X_YY_bctaumv,1,149,label_X_YY_bctaumv,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
150,label_X_YY_cstaumv,1,150,label_X_YY_cstaumv,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
151,label_X_YY_bqtaumv,1,151,label_X_YY_bqtaumv,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
152,label_X_YY_cqtaumv,1,152,label_X_YY_cqtaumv,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
153,label_X_YY_sqtaumv,1,153,label_X_YY_sqtaumv,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
154,label_X_YY_qqtaumv,1,154,label_X_YY_qqtaumv,none (identity),0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
155,label_X_YY_bctauhv,1,155,label_X_YY_bctauhv,none (identity),0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
156,label_X_YY_cstauhv,1,156,label_X_YY_cstauhv,none (identity),0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
157,label_X_YY_bqtauhv,1,157,label_X_YY_bqtauhv,none (identity),0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
158,label_X_YY_cqtauhv,1,158,label_X_YY_cqtauhv,none (identity),0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
159,label_X_YY_sqtauhv,1,159,label_X_YY_sqtauhv,none (identity),0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
160,label_X_YY_qqtauhv,1,160,label_X_YY_qqtauhv,none (identity),0.004812087964968,0,0.028872527789808,label_X_YY_QQtauhv,1,0,"Native JetClass-II class; identity partition, no contraction applied."
