assertion,category,chain_edge,expectation,result,verdict,detail
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 95 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 96 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 97 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 98 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 22 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 23 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 38 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 39 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 53 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 54 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 67 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 68 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 24 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 40 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 55 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 69 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 100 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 101 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 102 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 103 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 105 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 106 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 107 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 108 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 110 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 111 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 112 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 113 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 78 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 79 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 88 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 89 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 94 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 99 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 80 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 81 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 82 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 104 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 109 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 114 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 131 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 132 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 133 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 134 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 135 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 136 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 137 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 138 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 139 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 140 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 141 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 142 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 143 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 144 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 145 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 146 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 147 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 148 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 149 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 150 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 151 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 152 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 153 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 154 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 155 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 156 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 157 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 158 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 159 assigned twice in R29
R29_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 160 assigned twice in R29
R29_covers_universe,structure,,MUST_HOLD,PASS,OK,"R29 covers exactly 161 indices (missing [], extra [])"
topology_known[QQQQ],structure,,MUST_HOLD,PASS,OK,topology code QQQQ exists in the reweighting groups
topology_known[QQgg],structure,,MUST_HOLD,PASS,OK,topology code QQgg exists in the reweighting groups
topology_known[gggg],structure,,MUST_HOLD,PASS,OK,topology code gggg exists in the reweighting groups
topology_known[QQll],structure,,MUST_HOLD,PASS,OK,topology code QQll exists in the reweighting groups
topology_known[ggll],structure,,MUST_HOLD,PASS,OK,topology code ggll exists in the reweighting groups
topology_known[QQtauhtaul],structure,,MUST_HOLD,PASS,OK,topology code QQtauhtaul exists in the reweighting groups
topology_known[QQtauhtauh],structure,,MUST_HOLD,PASS,OK,topology code QQtauhtauh exists in the reweighting groups
topology_known[ggtauhtaul],structure,,MUST_HOLD,PASS,OK,topology code ggtauhtaul exists in the reweighting groups
topology_known[ggtauhtauh],structure,,MUST_HOLD,PASS,OK,topology code ggtauhtauh exists in the reweighting groups
topology_known[QQQ],structure,,MUST_HOLD,PASS,OK,topology code QQQ exists in the reweighting groups
topology_known[QQg],structure,,MUST_HOLD,PASS,OK,topology code QQg exists in the reweighting groups
topology_known[Qgg],structure,,MUST_HOLD,PASS,OK,topology code Qgg exists in the reweighting groups
topology_known[ggg],structure,,MUST_HOLD,PASS,OK,topology code ggg exists in the reweighting groups
topology_known[QQl],structure,,MUST_HOLD,PASS,OK,topology code QQl exists in the reweighting groups
topology_known[Qll],structure,,MUST_HOLD,PASS,OK,topology code Qll exists in the reweighting groups
topology_known[ggl],structure,,MUST_HOLD,PASS,OK,topology code ggl exists in the reweighting groups
topology_known[gll],structure,,MUST_HOLD,PASS,OK,topology code gll exists in the reweighting groups
topology_known[Qtauhtaul],structure,,MUST_HOLD,PASS,OK,topology code Qtauhtaul exists in the reweighting groups
topology_known[Qtauhtauh],structure,,MUST_HOLD,PASS,OK,topology code Qtauhtauh exists in the reweighting groups
topology_known[gtauhtaul],structure,,MUST_HOLD,PASS,OK,topology code gtauhtaul exists in the reweighting groups
topology_known[gtauhtauh],structure,,MUST_HOLD,PASS,OK,topology code gtauhtauh exists in the reweighting groups
topology_known[QQlv],structure,,MUST_HOLD,PASS,OK,topology code QQlv exists in the reweighting groups
topology_known[QQtaulv],structure,,MUST_HOLD,PASS,OK,topology code QQtaulv exists in the reweighting groups
topology_known[QQtauhv],structure,,MUST_HOLD,PASS,OK,topology code QQtauhv exists in the reweighting groups
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 0 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 4 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 6 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 1 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 5 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 7 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 2 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 3 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 8 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 9 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 10 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 11 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 12 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 13 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 14 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 15 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 16 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 17 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 18 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 32 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 33 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 34 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 48 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 49 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 63 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 115 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 116 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 117 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 118 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 119 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 120 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 121 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 122 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 123 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 124 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 125 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 126 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 19 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 35 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 50 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 64 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 77 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 20 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 21 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 36 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 37 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 51 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 52 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 65 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 66 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 78 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 79 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 22 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 23 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 38 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 39 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 53 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 54 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 67 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 68 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 24 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 40 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 55 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 69 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 80 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 81 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 82 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 25 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 26 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 27 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 28 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 41 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 42 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 43 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 44 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 56 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 57 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 58 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 59 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 70 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 71 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 72 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 73 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 127 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 128 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 129 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 130 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 29 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 45 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 60 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 74 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 83 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 84 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 85 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 86 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 87 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 30 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 31 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 46 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 47 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 61 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 62 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 75 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 76 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 90 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 91 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 92 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 93 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 95 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 96 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 97 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 98 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 88 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 89 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 94 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 99 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 100 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 101 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 102 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 103 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 105 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 106 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 107 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 108 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 110 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 111 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 112 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 113 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 104 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 109 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 114 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 131 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 132 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 133 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 134 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 135 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 136 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 137 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 138 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 139 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 140 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 141 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 142 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 143 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 144 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 145 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 146 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 147 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 148 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 149 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 150 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 151 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 152 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 153 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 154 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 155 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 156 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 157 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 158 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 159 assigned twice in R15
R15_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 160 assigned twice in R15
R15_covers_universe,structure,,MUST_HOLD,PASS,OK,"R15 covers exactly 161 indices (missing [], extra [])"
topology_known[QQQQ],structure,,MUST_HOLD,PASS,OK,topology code QQQQ exists in the reweighting groups
topology_known[QQgg],structure,,MUST_HOLD,PASS,OK,topology code QQgg exists in the reweighting groups
topology_known[gggg],structure,,MUST_HOLD,PASS,OK,topology code gggg exists in the reweighting groups
topology_known[QQll],structure,,MUST_HOLD,PASS,OK,topology code QQll exists in the reweighting groups
topology_known[QQtauhtaul],structure,,MUST_HOLD,PASS,OK,topology code QQtauhtaul exists in the reweighting groups
topology_known[QQtauhtauh],structure,,MUST_HOLD,PASS,OK,topology code QQtauhtauh exists in the reweighting groups
topology_known[ggll],structure,,MUST_HOLD,PASS,OK,topology code ggll exists in the reweighting groups
topology_known[ggtauhtaul],structure,,MUST_HOLD,PASS,OK,topology code ggtauhtaul exists in the reweighting groups
topology_known[ggtauhtauh],structure,,MUST_HOLD,PASS,OK,topology code ggtauhtauh exists in the reweighting groups
topology_known[QQQ],structure,,MUST_HOLD,PASS,OK,topology code QQQ exists in the reweighting groups
topology_known[QQg],structure,,MUST_HOLD,PASS,OK,topology code QQg exists in the reweighting groups
topology_known[Qgg],structure,,MUST_HOLD,PASS,OK,topology code Qgg exists in the reweighting groups
topology_known[ggg],structure,,MUST_HOLD,PASS,OK,topology code ggg exists in the reweighting groups
topology_known[QQl],structure,,MUST_HOLD,PASS,OK,topology code QQl exists in the reweighting groups
topology_known[Qll],structure,,MUST_HOLD,PASS,OK,topology code Qll exists in the reweighting groups
topology_known[ggl],structure,,MUST_HOLD,PASS,OK,topology code ggl exists in the reweighting groups
topology_known[gll],structure,,MUST_HOLD,PASS,OK,topology code gll exists in the reweighting groups
topology_known[Qtauhtaul],structure,,MUST_HOLD,PASS,OK,topology code Qtauhtaul exists in the reweighting groups
topology_known[Qtauhtauh],structure,,MUST_HOLD,PASS,OK,topology code Qtauhtauh exists in the reweighting groups
topology_known[gtauhtaul],structure,,MUST_HOLD,PASS,OK,topology code gtauhtaul exists in the reweighting groups
topology_known[gtauhtauh],structure,,MUST_HOLD,PASS,OK,topology code gtauhtauh exists in the reweighting groups
topology_known[QQlv],structure,,MUST_HOLD,PASS,OK,topology code QQlv exists in the reweighting groups
topology_known[QQtaulv],structure,,MUST_HOLD,PASS,OK,topology code QQtaulv exists in the reweighting groups
topology_known[QQtauhv],structure,,MUST_HOLD,PASS,OK,topology code QQtauhv exists in the reweighting groups
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 0 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 4 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 6 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 1 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 5 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 7 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 2 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 3 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 8 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 9 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 10 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 11 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 12 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 13 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 14 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 15 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 16 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 17 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 18 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 32 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 33 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 34 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 48 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 49 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 63 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 115 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 116 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 117 assigned twice in R9
R9_no_double_assignment,structure,,MUST_HOLD,PASS,OK,class 118 assigned twice in R9
